Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição
DEEGAN Luke ,7,Ilca 7,31.0,B,90,,197,162,Semaine Olympique Francaise De Voile 2022
HALOUZKA Jakub ,7,Ilca 7,27.0,B,91,,205,172,Semaine Olympique Francaise De Voile 2022
MALINOWSKI Piotr ,7,Ilca 7,26.0,B,92,,216,176,Semaine Olympique Francaise De Voile 2022
MORVAN Paul ,7,Ilca 7,29.0,B,93,,217,178,Semaine Olympique Francaise De Voile 2022
FREDERIKSEN Kenneth ,7,Ilca 7,33.0,B,94,,214,180,Semaine Olympique Francaise De Voile 2022
PATTON Campbell ,7,Ilca 7,24.0,B,95,,221,182,Semaine Olympique Francaise De Voile 2022
CASHMORE Luke ,7,Ilca 7,28.0,B,96,,232,188,Semaine Olympique Francaise De Voile 2022
KOWALSKI Martin ,7,Ilca 7,30.0,B,97,,224,188,Semaine Olympique Francaise De Voile 2022
PEYRE Theo ,7,Ilca 7,35.0,B,98,,227,189,Semaine Olympique Francaise De Voile 2022
PAJARSKAS Martis ,7,Ilca 7,24.0,B,99,,233,189,Semaine Olympique Francaise De Voile 2022
PERCIVAL-COOKE James ,7,Ilca 7,22.0,B,100,,234,190,Semaine Olympique Francaise De Voile 2022
BORCH Nikolaj ,7,Ilca 7,25.0,B,101,,233,197,Semaine Olympique Francaise De Voile 2022
OREL Liam ,7,Ilca 7,17.0,B,102,,251,207,Semaine Olympique Francaise De Voile 2022
BRUCE Liam ,7,Ilca 7,   36.0,B,103,,245,209,Semaine Olympique Francaise De Voile 2022
FLACHON Thomas ,7,Ilca 7,34.0,B,104,,247,210,Semaine Olympique Francaise De Voile 2022
STRELCIUNAS Vejas ,7,Ilca 7,28.0,B,105,,254,210,Semaine Olympique Francaise De Voile 2022
GUILMIN Anton ,7,Ilca 7,31.0,B,106,,247,210,Semaine Olympique Francaise De Voile 2022
VAN AANHOLT Just ,7,Ilca 7,38.0,B,107,,257,213,Semaine Olympique Francaise De Voile 2022
VALENTINO LUCA ,7,Ilca 7,25.0,B,108,,258,214,Semaine Olympique Francaise De Voile 2022
FLOWER Ben ,7,Ilca 7,16.0,B,109,,260,216,Semaine Olympique Francaise De Voile 2022
WESSELY Malo ,7,Ilca 7,   40.0,B,110,,265,225,Semaine Olympique Francaise De Voile 2022
GITESH Nain ,7,Ilca 7,32.0,B,111,,272,233,Semaine Olympique Francaise De Voile 2022
BADAWY Aly ,7,Ilca 7,39.0,B,112,,282,242,Semaine Olympique Francaise De Voile 2022
LIBRI Edoardo ,7,Ilca 7,34.0,B,113,,289,245,Semaine Olympique Francaise De Voile 2022
CLOOS Andres ,7,Ilca 7,38.0,B,114,,287,248,Semaine Olympique Francaise De Voile 2022
CVINAR Alec ,7,Ilca 7,31.0,B,115,,289,248,Semaine Olympique Francaise De Voile 2022
MALDONADO Mateo ,7,Ilca 7,33.0,B,116,,288,249,Semaine Olympique Francaise De Voile 2022
KUEBBER Clemens ,7,Ilca 7,40.0,B,117,,302,260,Semaine Olympique Francaise De Voile 2022
DAHLBERG Otto ,7,Ilca 7,33.0,B,118,,311,267,Semaine Olympique Francaise De Voile 2022
ELLIOTT Ian ,7,Ilca 7,38.0,B,119,,310,270,Semaine Olympique Francaise De Voile 2022
LINDSTROM Thomas ,7,Ilca 7,41.0,B,120,,323,279,Semaine Olympique Francaise De Voile 2022
CHARLAND Francis ,7,Ilca 7,41.0,B,121,,320,279,Semaine Olympique Francaise De Voile 2022
PICARD Stanislas ,7,Ilca 7,39.0,B,122,,328,287,Semaine Olympique Francaise De Voile 2022
HOPKINS Jack ,7,Ilca 7,37.0,B,123,,335,291,Semaine Olympique Francaise De Voile 2022
HIGGINS Joshua ,7,Ilca 7,   44.0,B,124,,351,307,Semaine Olympique Francaise De Voile 2022
LEJBOLLE Jakob ,7,Ilca 7,42.0,B,125,,349,307,Semaine Olympique Francaise De Voile 2022
DINEL Kofi ,7,Ilca 7,   44.0,B,126,,357,313,Semaine Olympique Francaise De Voile 2022
KARK Wilhelm ,7,Ilca 7,44.0,B,127,,370,326,Semaine Olympique Francaise De Voile 2022
BOUHAMED LORANDEL Arf ,7,Ilca 7,40.0,B,128,,378,334,Semaine Olympique Francaise De Voile 2022
KRABBE-CHRISTENSEN An ,7,Ilca 7,44.0,B,129,,396,352,Semaine Olympique Francaise De Voile 2022
KONTIDES Pavlos ,7,Ilca 7,2.0,MR,1,,59,42,Semaine Olympique Francaise De Voile 2022
HANSON Elliot ,7,Ilca 7,3.0,MR,2,,62,43,Semaine Olympique Francaise De Voile 2022
BECKETT Michael ,7,Ilca 7,6.0,MR,3,,76,50,Semaine Olympique Francaise De Voile 2022
BUHL Philipp ,7,Ilca 7,1.0,MR,4,,83,54,Semaine Olympique Francaise De Voile 2022
WEARN Matt ,7,Ilca 7,1.0,MR,5,,104,60,Semaine Olympique Francaise De Voile 2022
BLANCO Joaquin ,7,Ilca 7,8.0,MR,6,,91,72,Semaine Olympique Francaise De Voile 2022
CHIAVARINI Lorenzo Brand ,7,Ilca 7,9.0,MR,7,,87,75,Semaine Olympique Francaise De Voile 2022
WILLIM Nik Aaron ,7,Ilca 7,16.0,MR,8,,105,77,Semaine Olympique Francaise De Voile 2022
GAUTREY George ,7,Ilca 7,2.0,MR,9,,104,81,Semaine Olympique Francaise De Voile 2022
BERNAZ Jean baptiste ,7,Ilca 7,1.0,MR,10,,104,82,Semaine Olympique Francaise De Voile 2022
LO Ryan ,7,Ilca 7,18.0,O,11,,100,72,Semaine Olympique Francaise De Voile 2022
ALEXANDER Finn ,7,Ilca 7,4.0,O,12,,116,81,Semaine Olympique Francaise De Voile 2022
LYNCH Finn ,7,Ilca 7,7.0,O,13,,113,83,Semaine Olympique Francaise De Voile 2022
RODRIGUEZ Joel ,7,Ilca 7,11.0,O,14,,106,85,Semaine Olympique Francaise De Voile 2022
JURISIC Filip ,7,Ilca 7,5.0,O,15,,110,87,Semaine Olympique Francaise De Voile 2022
WHALEY Sam ,7,Ilca 7,3.0,O,16,,132,88,Semaine Olympique Francaise De Voile 2022
STIPANOVIÄ‡ Tonci  ,7,Ilca 7,6.0,O,17,,113,92,Semaine Olympique Francaise De Voile 2022
MAEGLI Juan I. ,7,Ilca 7,8.0,O,18,,117,93,Semaine Olympique Francaise De Voile 2022
VADNAI Jonatan ,7,Ilca 7,8.0,O,19,,115,94,Semaine Olympique Francaise De Voile 2022
SPADONI Alessio ,7,Ilca 7,3.0,O,20,,145,109,Semaine Olympique Francaise De Voile 2022
ELLIOTT Luke ,7,Ilca 7,14.0,O,21,,141,110,Semaine Olympique Francaise De Voile 2022
SEGUEL LACÃ¡MARA Clem ,7,Ilca 7,12.0,O,22,,168,128,Semaine Olympique Francaise De Voile 2022
MCMAHON Ewan ,7,Ilca 7,19.0,O,23,,150,128,Semaine Olympique Francaise De Voile 2022
SAUNDERS Thomas ,7,Ilca 7,4.0,O,24,,174,130,Semaine Olympique Francaise De Voile 2022
MCAULLAY Ethan ,7,Ilca 7,15.0,O,25,,172,137,Semaine Olympique Francaise De Voile 2022
9BENGTSON Emil ,7,Ilca 7,9.0,O,26,,178,142,Semaine Olympique Francaise De Voile 2022
VADNAI Benjamin ,7,Ilca 7,14.0,O,27,,179,145,Semaine Olympique Francaise De Voile 2022
KARIM Fillah ,7,Ilca 7,9.0,O,28,,179,145,Semaine Olympique Francaise De Voile 2022
MARQUES Eduardo ,7,Ilca 7,2.0,O,29,,190,149,Semaine Olympique Francaise De Voile 2022
VAN LAER Wannes ,7,Ilca 7,16.0,O,30,,189,154,Semaine Olympique Francaise De Voile 2022
CARDONA Joan ,7,Ilca 7,13.0,O,31,,195,155,Semaine Olympique Francaise De Voile 2022
UUSITALO Valtteri ,7,Ilca 7,18.0,O,32,,188,155,Semaine Olympique Francaise De Voile 2022
DE SMET William ,7,Ilca 7,5.0,O,33,,200,156,Semaine Olympique Francaise De Voile 2022
LITTLEWOOD Zac ,7,Ilca 7,6.0,O,34,,201,157,Semaine Olympique Francaise De Voile 2022
BOITE Alexandre ,7,Ilca 7,15.0,O,35,,197,158,Semaine Olympique Francaise De Voile 2022
DUKIC Milivoj ,7,Ilca 7,10.0,O,36,,203,165,Semaine Olympique Francaise De Voile 2022
CITAK Yigit Yalcin ,7,Ilca 7,20.0,O,37,,216,172,Semaine Olympique Francaise De Voile 2022
SARAVANAN Vishnu ,7,Ilca 7,25.0,O,38,,216,172,Semaine Olympique Francaise De Voile 2022
COCCOLUTO GIORGETTI G ,7,Ilca 7,12.0,O,39,,213,175,Semaine Olympique Francaise De Voile 2022
BOUGIOURIS Adonis ,7,Ilca 7,17.0,O,40,,226,185,Semaine Olympique Francaise De Voile 2022
ZELKO Zan Luka ,7,Ilca 7,10.0,O,41,,228,186,Semaine Olympique Francaise De Voile 2022
PERONI Dimitri ,7,Ilca 7,5.0,O,42,,227,188,Semaine Olympique Francaise De Voile 2022
PLANCHESTAINER Gianmar ,7,Ilca 7,4.0,O,43,,246,202,Semaine Olympique Francaise De Voile 2022
NAUJOCK Nico ,7,Ilca 7,   31.0,P,44,,113,82,Semaine Olympique Francaise De Voile 2022
GUARAGNA RIGONAT Fran ,7,Ilca 7,14.0,P,45,,117,97,Semaine Olympique Francaise De Voile 2022
RUITENBERG Luke ,7,Ilca 7,23.0,P,46,,151,115,Semaine Olympique Francaise De Voile 2022
SANTIAGO Villax Sampaio ,7,Ilca 7,21.0,P,47,,152,121,Semaine Olympique Francaise De Voile 2022
KING Samuel ,7,Ilca 7,27.0,P,48,,153,123,Semaine Olympique Francaise De Voile 2022
ROMANYK Arthit Mikhail ,7,Ilca 7,10.0,P,49,,168,124,Semaine Olympique Francaise De Voile 2022
GOLANI Omer ,7,Ilca 7,12.0,P,50,,162,124,Semaine Olympique Francaise De Voile 2022
TEPLY Viktor ,7,Ilca 7,23.0,P,51,,164,132,Semaine Olympique Francaise De Voile 2022
OLEZZA Facundo ,7,Ilca 7,19.0,P,52,,174,136,Semaine Olympique Francaise De Voile 2022
SANGUINETI Renzo ,7,Ilca 7,32.0,P,53,,178,137,Semaine Olympique Francaise De Voile 2022
ABAY Berkay ,7,Ilca 7,13.0,P,54,,167,139,Semaine Olympique Francaise De Voile 2022
2LINDQVIST Ludvig ,7,Ilca 7,11.0,P,55,,177,141,Semaine Olympique Francaise De Voile 2022
PANAGIOTIDIS ANASTASIO ,7,Ilca 7,   26.0,P,56,,168,142,Semaine Olympique Francaise De Voile 2022
PAPADIMITRIOU DIMITRIS ,7,Ilca 7,28.0,P,57,,180,150,Semaine Olympique Francaise De Voile 2022
MARKOVIC Ilija ,7,Ilca 7,19.0,P,58,,188,151,Semaine Olympique Francaise De Voile 2022
TOMASGAARD Uffe ,7,Ilca 7,30.0,P,59,,189,155,Semaine Olympique Francaise De Voile 2022
VERHULST Gauthier ,7,Ilca 7,11.0,P,60,,194,158,Semaine Olympique Francaise De Voile 2022
CONRADI Tim ,7,Ilca 7,20.0,P,61,,201,161,Semaine Olympique Francaise De Voile 2022
ANDERSON Ryan ,7,Ilca 7,24.0,P,62,,199,164,Semaine Olympique Francaise De Voile 2022
WALKENBACH Philip ,7,Ilca 7,17.0,P,63,,203,164,Semaine Olympique Francaise De Voile 2022
VIDAL AGUSTIN ,7,Ilca 7,21.0,P,64,,190,164,Semaine Olympique Francaise De Voile 2022
BARRETO Leopoldo ,7,Ilca 7,13.0,P,65,,199,165,Semaine Olympique Francaise De Voile 2022
JUHASZ James ,7,Ilca 7,35.0,P,66,,202,166,Semaine Olympique Francaise De Voile 2022
TEPLY Ondrej ,7,Ilca 7,7.0,P,67,,206,169,Semaine Olympique Francaise De Voile 2022
GASPIC Bruno ,7,Ilca 7,28.0,P,68,,203,172,Semaine Olympique Francaise De Voile 2022
KOWALSKI Alexandre ,7,Ilca 7,22.0,P,69,,212,173,Semaine Olympique Francaise De Voile 2022
BARTH Justin ,7,Ilca 7,26.0,P,70,,210,173,Semaine Olympique Francaise De Voile 2022
LOURENCO Mateus ,7,Ilca 7,35.0,P,71,,211,173,Semaine Olympique Francaise De Voile 2022
BEZY Nicholas ,7,Ilca 7,   34.0,P,72,,211,177,Semaine Olympique Francaise De Voile 2022
KLASEN Linus ,7,Ilca 7,24.0,P,73,,213,177,Semaine Olympique Francaise De Voile 2022
KRASODOMSKI Michal ,7,Ilca 7,22.0,P,74,,223,183,Semaine Olympique Francaise De Voile 2022
WHITELEY Daniel ,7,Ilca 7,7.0,P,75,,229,185,Semaine Olympique Francaise De Voile 2022
TAPPER Aleksi ,7,Ilca 7,18.0,P,76,,224,188,Semaine Olympique Francaise De Voile 2022
PUNJAMALA Chusitt ,7,Ilca 7,29.0,P,77,,228,189,Semaine Olympique Francaise De Voile 2022
PAULON Matteo ,7,Ilca 7,20.0,P,78,,221,190,Semaine Olympique Francaise De Voile 2022
CHEVRIER Luc ,7,Ilca 7,32.0,P,79,,231,196,Semaine Olympique Francaise De Voile 2022
ELLIOTT-SHIRCORE Stefan ,7,Ilca 7,27.0,P,80,,239,198,Semaine Olympique Francaise De Voile 2022
SEGAWA Kazumasa ,7,Ilca 7,22.0,P,81,,241,202,Semaine Olympique Francaise De Voile 2022
WACHHOLZ Forrest ,7,Ilca 7,16.0,P,82,,239,203,Semaine Olympique Francaise De Voile 2022
COMPTON Michael ,7,Ilca 7,   37.0,P,83,,246,209,Semaine Olympique Francaise De Voile 2022
CARDOZO Juan Pablo ,7,Ilca 7,24.0,P,84,,255,211,Semaine Olympique Francaise De Voile 2022
MUSONE Giacomo ,7,Ilca 7,15.0,P,85,,266,222,Semaine Olympique Francaise De Voile 2022
MUNOS Antony ,7,Ilca 7,39.0,P,86,,295,251,Semaine Olympique Francaise De Voile 2022
FARREN-PRICE Jacob ,7,Ilca 7,31.0,B,87,,176,139,Semaine Olympique Francaise De Voile 2022
TSARAMYRSIS Patroklos-T ,7,Ilca 7,29.0,B,88,,197,156,Semaine Olympique Francaise De Voile 2022
JANAHI Abdulla ,7,Ilca 7,17.0,B,89,,199,161,Semaine Olympique Francaise De Voile 2022
DEEGAN Luke ,7,Ilca 7,25.0,B,90,,197,162,Semaine Olympique Francaise De Voile 2022
HALOUZKA Jakub ,7,Ilca 7,30.0,B,91,,205,172,Semaine Olympique Francaise De Voile 2022
MALINOWSKI Piotr ,7,Ilca 7,37.0,B,92,,216,176,Semaine Olympique Francaise De Voile 2022
MORVAN Paul ,7,Ilca 7,   39.0,B,93,,217,178,Semaine Olympique Francaise De Voile 2022
FREDERIKSEN Kenneth ,7,Ilca 7,21.0,B,94,,214,180,Semaine Olympique Francaise De Voile 2022
PATTON Campbell ,7,Ilca 7,33.0,B,95,,221,182,Semaine Olympique Francaise De Voile 2022
CASHMORE Luke ,7,Ilca 7,41.0,B,96,,232,188,Semaine Olympique Francaise De Voile 2022
KOWALSKI Martin ,7,Ilca 7,30.0,B,97,,224,188,Semaine Olympique Francaise De Voile 2022
PEYRE Theo ,7,Ilca 7,29.0,B,98,,227,189,Semaine Olympique Francaise De Voile 2022
PAJARSKAS Martis ,7,Ilca 7,25.0,B,99,,233,189,Semaine Olympique Francaise De Voile 2022
PERCIVAL-COOKE James ,7,Ilca 7,27.0,B,100,,234,190,Semaine Olympique Francaise De Voile 2022
BORCH Nikolaj ,7,Ilca 7,26.0,B,101,,233,197,Semaine Olympique Francaise De Voile 2022
OREL Liam ,7,Ilca 7,34.0,B,102,,251,207,Semaine Olympique Francaise De Voile 2022
BRUCE Liam ,7,Ilca 7,34.0,B,103,,245,209,Semaine Olympique Francaise De Voile 2022
FLACHON Thomas ,7,Ilca 7,31.0,B,104,,247,210,Semaine Olympique Francaise De Voile 2022
STRELCIUNAS Vejas ,7,Ilca 7,36.0,B,105,,254,210,Semaine Olympique Francaise De Voile 2022
GUILMIN Anton ,7,Ilca 7,   37.0,B,106,,247,210,Semaine Olympique Francaise De Voile 2022
VAN AANHOLT Just ,7,Ilca 7,28.0,B,107,,257,213,Semaine Olympique Francaise De Voile 2022
VALENTINO LUCA ,7,Ilca 7,35.0,B,108,,258,214,Semaine Olympique Francaise De Voile 2022
FLOWER Ben ,7,Ilca 7,   44.0,B,109,,260,216,Semaine Olympique Francaise De Voile 2022
WESSELY Malo ,7,Ilca 7,32.0,B,110,,265,225,Semaine Olympique Francaise De Voile 2022
GITESH Nain ,7,Ilca 7,33.0,B,111,,272,233,Semaine Olympique Francaise De Voile 2022
BADAWY Aly ,7,Ilca 7,38.0,B,112,,282,242,Semaine Olympique Francaise De Voile 2022
LIBRI Edoardo ,7,Ilca 7,36.0,B,113,,289,245,Semaine Olympique Francaise De Voile 2022
CLOOS Andres ,7,Ilca 7,23.0,B,114,,287,248,Semaine Olympique Francaise De Voile 2022
CVINAR Alec ,7,Ilca 7,36.0,B,115,,289,248,Semaine Olympique Francaise De Voile 2022
MALDONADO Mateo ,7,Ilca 7,   39.0,B,116,,288,249,Semaine Olympique Francaise De Voile 2022
KUEBBER Clemens ,7,Ilca 7,38.0,B,117,,302,260,Semaine Olympique Francaise De Voile 2022
DAHLBERG Otto ,7,Ilca 7,33.0,B,118,,311,267,Semaine Olympique Francaise De Voile 2022
ELLIOTT Ian ,7,Ilca 7,40.0,B,119,,310,270,Semaine Olympique Francaise De Voile 2022
LINDSTROM Thomas ,7,Ilca 7,41.0,B,120,,323,279,Semaine Olympique Francaise De Voile 2022
CHARLAND Francis ,7,Ilca 7,40.0,B,121,,320,279,Semaine Olympique Francaise De Voile 2022
PICARD Stanislas ,7,Ilca 7,41.0,B,122,,328,287,Semaine Olympique Francaise De Voile 2022
HOPKINS Jack ,7,Ilca 7,40.0,B,123,,335,291,Semaine Olympique Francaise De Voile 2022
HIGGINS Joshua ,7,Ilca 7,44.0,B,124,,351,307,Semaine Olympique Francaise De Voile 2022
LEJBOLLE Jakob ,7,Ilca 7,42.0,B,125,,349,307,Semaine Olympique Francaise De Voile 2022
DINEL Kofi ,7,Ilca 7,42.0,B,126,,357,313,Semaine Olympique Francaise De Voile 2022
KARK Wilhelm ,7,Ilca 7,38.0,B,127,,370,326,Semaine Olympique Francaise De Voile 2022
BOUHAMED LORANDEL Arf ,7,Ilca 7,42.0,B,128,,378,334,Semaine Olympique Francaise De Voile 2022
KRABBE-CHRISTENSEN An ,7,Ilca 7,44.0,B,129,,396,352,Semaine Olympique Francaise De Voile 2022
KONTIDES Pavlos ,7,Ilca 7,1.0,MR,1,,59,42,Semaine Olympique Francaise De Voile 2022
HANSON Elliot ,7,Ilca 7,3.0,MR,2,,62,43,Semaine Olympique Francaise De Voile 2022
BECKETT Michael ,7,Ilca 7,4.0,MR,3,,76,50,Semaine Olympique Francaise De Voile 2022
BUHL Philipp ,7,Ilca 7,2.0,MR,4,,83,54,Semaine Olympique Francaise De Voile 2022
WEARN Matt ,7,Ilca 7,1.0,MR,5,,104,60,Semaine Olympique Francaise De Voile 2022
BLANCO Joaquin ,7,Ilca 7,1.0,MR,6,,91,72,Semaine Olympique Francaise De Voile 2022
CHIAVARINI Lorenzo Brand ,7,Ilca 7,   12.0,MR,7,,87,75,Semaine Olympique Francaise De Voile 2022
WILLIM Nik Aaron ,7,Ilca 7,2.0,MR,8,,105,77,Semaine Olympique Francaise De Voile 2022
GAUTREY George ,7,Ilca 7,5.0,MR,9,,104,81,Semaine Olympique Francaise De Voile 2022
BERNAZ Jean baptiste ,7,Ilca 7,5.0,MR,10,,104,82,Semaine Olympique Francaise De Voile 2022
LO Ryan ,7,Ilca 7,3.0,O,11,,100,72,Semaine Olympique Francaise De Voile 2022
ALEXANDER Finn ,7,Ilca 7,3.0,O,12,,116,81,Semaine Olympique Francaise De Voile 2022
LYNCH Finn ,7,Ilca 7,13.0,O,13,,113,83,Semaine Olympique Francaise De Voile 2022
RODRIGUEZ Joel ,7,Ilca 7,5.0,O,14,,106,85,Semaine Olympique Francaise De Voile 2022
JURISIC Filip ,7,Ilca 7,9.0,O,15,,110,87,Semaine Olympique Francaise De Voile 2022
WHALEY Sam ,7,Ilca 7,6.0,O,16,,132,88,Semaine Olympique Francaise De Voile 2022
STIPANOVIÄ‡ Tonci  ,7,Ilca 7,4.0,O,17,,113,92,Semaine Olympique Francaise De Voile 2022
MAEGLI Juan I. ,7,Ilca 7,21.0,O,18,,117,93,Semaine Olympique Francaise De Voile 2022
VADNAI Jonatan ,7,Ilca 7,6.0,O,19,,115,94,Semaine Olympique Francaise De Voile 2022
SPADONI Alessio ,7,Ilca 7,18.0,O,20,,145,109,Semaine Olympique Francaise De Voile 2022
ELLIOTT Luke ,7,Ilca 7,9.0,O,21,,141,110,Semaine Olympique Francaise De Voile 2022
SEGUEL LACÃ¡MARA Clem ,7,Ilca 7,8.0,O,22,,168,128,Semaine Olympique Francaise De Voile 2022
MCMAHON Ewan ,7,Ilca 7,6.0,O,23,,150,128,Semaine Olympique Francaise De Voile 2022
SAUNDERS Thomas ,7,Ilca 7,   44.0,O,24,,174,130,Semaine Olympique Francaise De Voile 2022
MCAULLAY Ethan ,7,Ilca 7,7.0,O,25,,172,137,Semaine Olympique Francaise De Voile 2022
9BENGTSON Emil ,7,Ilca 7,10.0,O,26,,178,142,Semaine Olympique Francaise De Voile 2022
VADNAI Benjamin ,7,Ilca 7,11.0,O,27,,179,145,Semaine Olympique Francaise De Voile 2022
KARIM Fillah ,7,Ilca 7,20.0,O,28,,179,145,Semaine Olympique Francaise De Voile 2022
MARQUES Eduardo ,7,Ilca 7,10.0,O,29,,190,149,Semaine Olympique Francaise De Voile 2022
VAN LAER Wannes ,7,Ilca 7,13.0,O,30,,189,154,Semaine Olympique Francaise De Voile 2022
CARDONA Joan ,7,Ilca 7,12.0,O,31,,195,155,Semaine Olympique Francaise De Voile 2022
UUSITALO Valtteri ,7,Ilca 7,8.0,O,32,,188,155,Semaine Olympique Francaise De Voile 2022
DE SMET William ,7,Ilca 7,4.0,O,33,,200,156,Semaine Olympique Francaise De Voile 2022
LITTLEWOOD Zac ,7,Ilca 7,7.0,O,34,,201,157,Semaine Olympique Francaise De Voile 2022
BOITE Alexandre ,7,Ilca 7,2.0,O,35,,197,158,Semaine Olympique Francaise De Voile 2022
DUKIC Milivoj ,7,Ilca 7,12.0,O,36,,203,165,Semaine Olympique Francaise De Voile 2022
CITAK Yigit Yalcin ,7,Ilca 7,15.0,O,37,,216,172,Semaine Olympique Francaise De Voile 2022
SARAVANAN Vishnu ,7,Ilca 7,13.0,O,38,,216,172,Semaine Olympique Francaise De Voile 2022
COCCOLUTO GIORGETTI G ,7,Ilca 7,7.0,O,39,,213,175,Semaine Olympique Francaise De Voile 2022
BOUGIOURIS Adonis ,7,Ilca 7,15.0,O,40,,226,185,Semaine Olympique Francaise De Voile 2022
ZELKO Zan Luka ,7,Ilca 7,10.0,O,41,,228,186,Semaine Olympique Francaise De Voile 2022
PERONI Dimitri ,7,Ilca 7,16.0,O,42,,227,188,Semaine Olympique Francaise De Voile 2022
PLANCHESTAINER Gianmar ,7,Ilca 7,20.0,O,43,,246,202,Semaine Olympique Francaise De Voile 2022
NAUJOCK Nico ,7,Ilca 7,19.0,P,44,,113,82,Semaine Olympique Francaise De Voile 2022
GUARAGNA RIGONAT Fran ,7,Ilca 7,18.0,P,45,,117,97,Semaine Olympique Francaise De Voile 2022
RUITENBERG Luke ,7,Ilca 7,16.0,P,46,,151,115,Semaine Olympique Francaise De Voile 2022
SANTIAGO Villax Sampaio ,7,Ilca 7,21.0,P,47,,152,121,Semaine Olympique Francaise De Voile 2022
KING Samuel ,7,Ilca 7,17.0,P,48,,153,123,Semaine Olympique Francaise De Voile 2022
ROMANYK Arthit Mikhail ,7,Ilca 7,20.0,P,49,,168,124,Semaine Olympique Francaise De Voile 2022
GOLANI Omer ,7,Ilca 7,11.0,P,50,,162,124,Semaine Olympique Francaise De Voile 2022
TEPLY Viktor ,7,Ilca 7,14.0,P,51,,164,132,Semaine Olympique Francaise De Voile 2022
OLEZZA Facundo ,7,Ilca 7,15.0,P,52,,174,136,Semaine Olympique Francaise De Voile 2022
SANGUINETI Renzo ,7,Ilca 7,19.0,P,53,,178,137,Semaine Olympique Francaise De Voile 2022
ABAY Berkay ,7,Ilca 7,24.0,P,54,,167,139,Semaine Olympique Francaise De Voile 2022
2LINDQVIST Ludvig ,7,Ilca 7,17.0,P,55,,177,141,Semaine Olympique Francaise De Voile 2022
PANAGIOTIDIS ANASTASIO ,7,Ilca 7,16.0,P,56,,168,142,Semaine Olympique Francaise De Voile 2022
PAPADIMITRIOU DIMITRIS ,7,Ilca 7,19.0,P,57,,180,150,Semaine Olympique Francaise De Voile 2022
MARKOVIC Ilija ,7,Ilca 7,14.0,P,58,,188,151,Semaine Olympique Francaise De Voile 2022
TOMASGAARD Uffe ,7,Ilca 7,26.0,P,59,,189,155,Semaine Olympique Francaise De Voile 2022
VERHULST Gauthier ,7,Ilca 7,24.0,P,60,,194,158,Semaine Olympique Francaise De Voile 2022
CONRADI Tim ,7,Ilca 7,18.0,P,61,,201,161,Semaine Olympique Francaise De Voile 2022
ANDERSON Ryan ,7,Ilca 7,   35.0,P,62,,199,164,Semaine Olympique Francaise De Voile 2022
WALKENBACH Philip ,7,Ilca 7,26.0,P,63,,203,164,Semaine Olympique Francaise De Voile 2022
VIDAL AGUSTIN ,7,Ilca 7,25.0,P,64,,190,164,Semaine Olympique Francaise De Voile 2022
BARRETO Leopoldo ,7,Ilca 7,   34.0,P,65,,199,165,Semaine Olympique Francaise De Voile 2022
JUHASZ James ,7,Ilca 7,28.0,P,66,,202,166,Semaine Olympique Francaise De Voile 2022
TEPLY Ondrej ,7,Ilca 7,30.0,P,67,,206,169,Semaine Olympique Francaise De Voile 2022
GASPIC Bruno ,7,Ilca 7,23.0,P,68,,203,172,Semaine Olympique Francaise De Voile 2022
KOWALSKI Alexandre ,7,Ilca 7,23.0,P,69,,212,173,Semaine Olympique Francaise De Voile 2022
BARTH Justin ,7,Ilca 7,21.0,P,70,,210,173,Semaine Olympique Francaise De Voile 2022
LOURENCO Mateus ,7,Ilca 7,17.0,P,71,,211,173,Semaine Olympique Francaise De Voile 2022
BEZY Nicholas ,7,Ilca 7,31.0,P,72,,211,177,Semaine Olympique Francaise De Voile 2022
KLASEN Linus ,7,Ilca 7,30.0,P,73,,213,177,Semaine Olympique Francaise De Voile 2022
KRASODOMSKI Michal ,7,Ilca 7,25.0,P,74,,223,183,Semaine Olympique Francaise De Voile 2022
WHITELEY Daniel ,7,Ilca 7,8.0,P,75,,229,185,Semaine Olympique Francaise De Voile 2022
TAPPER Aleksi ,7,Ilca 7,   36.0,P,76,,224,188,Semaine Olympique Francaise De Voile 2022
PUNJAMALA Chusitt ,7,Ilca 7,11.0,P,77,,228,189,Semaine Olympique Francaise De Voile 2022
PAULON Matteo ,7,Ilca 7,29.0,P,78,,221,190,Semaine Olympique Francaise De Voile 2022
CHEVRIER Luc ,7,Ilca 7,30.0,P,79,,231,196,Semaine Olympique Francaise De Voile 2022
ELLIOTT-SHIRCORE Stefan ,7,Ilca 7,22.0,P,80,,239,198,Semaine Olympique Francaise De Voile 2022
SEGAWA Kazumasa ,7,Ilca 7,27.0,P,81,,241,202,Semaine Olympique Francaise De Voile 2022
WACHHOLZ Forrest ,7,Ilca 7,   36.0,P,82,,239,203,Semaine Olympique Francaise De Voile 2022
COMPTON Michael ,7,Ilca 7,14.0,P,83,,246,209,Semaine Olympique Francaise De Voile 2022
CARDOZO Juan Pablo ,7,Ilca 7,   44.0,P,84,,255,211,Semaine Olympique Francaise De Voile 2022
MUSONE Giacomo ,7,Ilca 7,37.0,P,85,,266,222,Semaine Olympique Francaise De Voile 2022
